OL,MOF_name,%MGS
c1(c(cccc1C(=O)O)C(=O)[O])c1c(cccc1C(=O)[O])C(=O)O,EXOTUH,34.136143
c1(cc(cc(c1)C(=O)[O])C(=O)O)c1cc(c(C(=O)[O])cc1c1cc(C(=O)[O])cc(C(=O)[O])c1)C(=O)[O],XUVQOW,76.252304
c1(cc(cc(c1)C(=O)[O])C(=O)[O])c1ccncc1,REHVEH,20.199167
c1(c(c(ccc1)C(=O)[O])C(=O)[O])C(=O)[O],CEJCAW,8.019251
c1(cc(c(cc1)C(=O)[O])C(=O)[O])C(=O)[O],LADHIJ,5.1996117
c1(cc(cc(c1)C(=O)[O])C(=O)[O])C(=O)[O],ACIBOE,17.290512
c1(ccc(c(c1)C(=O)[O])C(=O)[O])C(=O)[O],FAGREM,5.371308
c1(c(cccc1C(=O)[O])C(=O)[O])C(=O)[O],YOPMAS,8.019241
c1c(cc(cc1C(=O)[O])C(=O)[O])C(=O)[O],cm501138g,17.290524
c1c(c(cc(c1C(=O)[O])C(=O)[O])C(=O)[O])C(=O)[O],MALWUU,15.121434
c1(c(c(c(cc1C(=O)[O])C(=O)[O])C(=O)[O])C(=O)[O])C(=O)[O],SIBMIB,26.25082
c1c(cc(cc1C(=O)[O])C(=O)[O])N1C(=O)c2c3c(C1=O)ccc1c3c(cc2)C(=O)N(c2cc(cc(C(=O)[O])c2)C(=O)[O])C1=O,COQTEJ,55.38821
c1c(cc(cc1C(=O)[O])C(=O)[O])[N][N]c1ccccc1,TOVWIM,19.886768
c1c(cc(cc1C(=O)[O])C(=O)[O])[N][N]c1cc(C(=O)[O])cc(c1)C(=O)[O],TOWPEC,33.473232
c1(c(cc(cc1)C(=O)[O])C(=O)[O])[O],DUBWON,-3.1324809
c1c(cccc1C(=O)[O])F,HOGJOD,23.046318
c1(ccc(cc1)C(=O)[O])n1c2ccc(C(=O)[O])cc2c2cc(C(=O)[O])ccc12,HOKLOK,45.971516
c1(ccc(cc1)C(=O)[O])N1[C]N(C=C1)c1ccc(C(=O)[O])cc1,YOGHAF,31.799047
c1c(cc(cc1C(=O)[O])N1C(=O)c2c(C1)cccc2)C(=O)[O],EPEXUU,27.584797
c1c(cc(cc1C(=O)[O])N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(c1cc(C(=O)[O])cc(C(=O)[O])c1)C3=O)C(=O)[O],HAMLIT,55.637066
c1(cc(cc(c1)C(=O)[O])N1C(=O)c2ccc3C(=O)N(c4cc(cc(c4)C(=O)[O])C(=O)[O])C(=O)c4ccc(C1=O)c2c34)C(=O)[O],FOMWOV,55.333736
c1(ccc(cc1)C(=O)[O])N(c1ccc(cc1)C(=O)[O])c1ccc(cc1)C(=O)[O],OMUKUE,54.957523
c1(ccc(cc1)C(=O)[O])N(c1ccc(C(=O)[O])cc1)c1ccc(cc1)C(=O)[O],c5gc02393a,55.12373
c1(c(cc(cc1)C(=O)[O])N)C(=O)[O],HASMIZ,3.6635914
c1(cc(cc(c1)C(=O)[O])N)C(=O)[O],WAMRIN01,6.441582
c1c(cc(cc1C(=O)[O])N)C(=O)[O],RAYLEK,6.441582
c1cc(ccc1C(=O)[O])/N=N/c1ccc(cc1)C(=O)[O],TOWNAW,18.461317
c1(cc(cc(c1)C(=O)[O])[N][N]c1cc(cc(c1)C(=O)[O])C(=O)[O])C(=O)[O],DAPHOU,33.273724
c1(c(cc(cc1)C(=O)[O])N(=O)=O)C(=O)[O],DEJJIN,4.727806
c1(ccc(cc1)C(=O)[O])Oc1ccc(C(=O)[O])cc1,USAYOE,7.82535
c1(ccc(cc1)C(=O)[O])OCC(COc1ccc(cc1)C(=O)[O])(COc1ccc(cc1)C(=O)[O])COc1ccc(cc1)C(=O)[O],PEJRAZ,105.1936
c1(ccc(cc1)C(=O)[O])OCC(COc1ccc(C(=O)[O])cc1)(COc1ccc(C(=O)[O])cc1)COc1ccc(cc1)C(=O)[O],GAWMOJ,105.80292
c1cc(ccc1C(=O)[O])O[C@H](C(=O)[O])C,TATPEM,5.2452626
c1c(cc(cc1C(=O)[O])[O])C(=O)[O],RAYKUZ,8.360725
c1(c(cc(c(c1)C(=O)[O])[O])C(=O)[O])[O],VAMQOS,-5.551168
c1(ccc(cc1)C(=O)[O])P(=O)(c1ccc(cc1)C(=O)[O])c1ccc(cc1)C(=O)[O],COGNAO,60.826214
c1(cc(ccc1)C(=O)[O])P(=O)([O])[O],UBOGAV,-3.368902
c1(ccc(cc1)C(=O)[O])P(=O)([O])[O],RAXCEA,42.587353
c1(cc(cc(c1)N1C(=O)c2c(C1)cccc2)C(=O)[O])C(=O)[O],EPEYAB,27.30261
c1cc(ccc1N(c1ccc(c2ccc(C(=O)[O])cc2)cc1)c1ccc(cc1)c1ccc(C(=O)[O])cc1)c1ccc(cc1)C(=O)[O],HUQHIM,148.05186
c1(ccc(cc1)N(c1ccc(cc1)C(=O)[O])c1ccc(cc1)C(=O)[O])C(=O)[O],VEFMAW,55.123928
c1cc(ccc1NC(=O)c1cc(cc(C(=O)Nc2ccc(C(=O)[O])cc2)c1)C(=O)Nc1ccc(cc1)C(=O)[O])C(=O)[O],GAHWIX,131.92297
c1(cc(cc(c1)N)C(=O)[O])C(=O)[O],OGUPIQ,6.1024137
c1c(cc(cc1N)C(=O)[O])C(=O)[O],QAVYUJ,6.1024137
c1c(cc(cc1[N][N]c1cc(cc(C(=O)[O])c1)C(=O)[O])C(=O)[O])C(=O)[O],ELUJEC,33.779663
c1(ccc(cc1)[N][N]c1ccc(C(=O)[O])cc1)C(=O)[O],UTELIQ,28.819818
c1(cc(c(c(c1)N(=O)=O)c1c(N(=O)=O)cc(C(=O)[O])cc1N(=O)=O)N(=O)=O)C(=O)[O],YUDFIO,40.025272
c1(cc(cc(c1)N(=O)=O)C(=O)[O])C(=O)[O],RAYLIO,17.519846
c1c(c(cc(c1N(=O)=O)C(=O)[O])N(=O)=O)C(=O)[O],LUPSAS,13.765087
c1cc(ccc1Oc1ccc(cc1)C(=O)[O])C(=O)[O],OYODAI,7.8253694
c1(cc(c(cc1)Oc1c(cc(cc1)C(=O)[O])S([O])([O])[O])S([O])([O])[O])C(=O)[O],VIMRAM,34.147144
c1(ccc(cc1)Oc1ccc(C(=O)[O])cc1)C(=O)[O],VUKTOM,7.858008
c1cc(ccc1Oc1ccc(C(=O)[O])cc1)C(=O)[O],OKIZOZ,7.8253675
c1(cc(cc(c1)OCc1cc(COc2cc(cc(c2)C(=O)[O])C(=O)[O])cc(c1)COc1cc(C(=O)[O])cc(c1)C(=O)[O])C(=O)[O])C(=O)[O],ADASIJ,135.32135
c1cc(ccc1OCC(COc1ccc(cc1)C(=O)[O])(COc1ccc(cc1)C(=O)[O])COc1ccc(cc1)C(=O)[O])C(=O)[O],RUWYOZ,99.36313
c1(ccc(cc1)OCC(COc1ccc(C(=O)[O])cc1)(COc1ccc(C(=O)[O])cc1)COc1ccc(C(=O)[O])cc1)C(=O)[O],FAYPIG,105.70526
c1(cc(cc(c1)O)C(=O)[O])C(=O)[O],ZOYKEF,7.6173334
c1(cc(cc(c1)[O])C(=O)[O])C(=O)[O],FASHAK,8.079997
c1(c(cc(c(c1)O)C(=O)[O])O)C(=O)[O],YAZYEF,-4.756247
c1c(c(cc(c1O)C(=O)[O])O)C(=O)[O],DUWGEJ,-4.7562523
c1(cc(c(cc1[O])[O])C(=O)[O])C(=O)[O],KOSJUZ,3.4224904
c1cc(ccc1S(=O)(=O)c1ccc(C(=O)[O])cc1)C(=O)[O],WITJUG,24.058706
c1(cc(cc(c2ccc3c4c(cc(cc4)c4cc(cc(c4)C(=O)[O])C(=O)[O])ccc3c2)c1)C(=O)[O])C(=O)[O],BOYCEY,60.512093
c1(cc(C#Cc2cc(cc(c2)C#Cc2cc(C(=O)[O])cc(c2)C(=O)[O])C#Cc2cc(C(=O)[O])cc(c2)C(=O)[O])cc(c1)C(=O)[O])C(=O)[O],MUDTAH,171.72208
c1c(ccc(c2ccc(cc2)C(=O)[O])c1)C(=O)[O],ja5b00365,21.948605
c1(cc(cc(c2ccc(cc2C(=O)[O])C(=O)[O])c1)C(=O)[O])C(=O)[O],ZOXGUQ,28.119368
c1c(ccc(c2cc(cc(c3ccc(cc3)C(=O)[O])c2)c2cc(cc(c2)c2ccc(cc2)C(=O)[O])c2ccc(cc2)C(=O)[O])c1)C(=O)[O],ATEYOP,139.32133
c1c(ccc(c2ccc(C(=O)[O])cc2)c1)C(=O)[O],WIZMAV02,21.948587
c1c(ccc(c2ccc(C(=O)[O])cc2)c1)N(c1ccc(c2ccc(cc2)C(=O)[O])cc1)c1ccc(c2ccc(C(=O)[O])cc2)cc1,ASINAT,148.05222
c1c(ccc(c2ccc(C(=O)[O])cn2)n1)C(=O)[O],MATPUV,21.911568
c1(c(ccc(c2ccc(C(=O)[O])c(O)c2)c1)C(=O)[O])O,ja500330a,11.801775
c1(c(ccc(c2ccc(O)c(C(=O)[O])c2)c1)O)C(=O)[O],KADBAV,19.043154
c1cccc(c2nc(c(c3ccc(cc3)C(=O)[O])[nH]2)c2ccc(cc2)C(=O)[O])n1,OBAHIL,53.044765
c1c(ccc(C(c2ccc(cc2)C(=O)[O])(C(F)(F)F)C(F)(F)F)c1)C(=O)[O],KAQBOW,33.06296
c1(ccc(C#Cc2cc(C#Cc3ccc(cc3)C(=O)[O])cc(C#Cc3ccc(cc3)C(=O)[O])c2)cc1)C(=O)[O],CUSYAR,130.93954
c1(ccc(C(=C(c2ccc(C(=O)[O])cc2)c2ccc(cc2)C(=O)[O])c2ccc(cc2)C(=O)[O])cc1)C(=O)[O],KASRED,73.06845
c1c(cc(C#Cc2ccc(C(=O)[O])cc2)cc1C#Cc1ccc(C(=O)[O])cc1)C#Cc1ccc(cc1)C(=O)[O],QIYDIN,131.23524
c1c(ccc(C(c2ccc(C(=O)[O])cc2)(C(F)(F)F)C(F)(F)F)c1)C(=O)[O],QIWDOQ,32.88795
c1(cc(C)c(c(C)c1)B(c1c(C)cc(cc1C)C(=O)[O])c1c(C)cc(cc1C)C(=O)[O])C(=O)[O],ROLZAV,65.982834
c1(C)c(c(c(c(C)c1C(=O)[O])C)B(c1c(c(C)c(C(=O)[O])c(C)c1C)C)c1c(c(C)c(C(=O)[O])c(C)c1C)C)C,CIMTEZ,79.824776
c1c(ccc(C#Cc2cc(C#Cc3ccc(cc3)C(=O)[O])cc(C#Cc3ccc(C(=O)[O])cc3)c2)c1)C(=O)[O],c6ce00407e,131.23541
c1(cc(C#CC#Cc2cc(C(=O)[O])cc(c2)C(=O)[O])cc(C(=O)[O])c1)C(=O)[O],EYINOR,32.93099
c1(c(C)c(c(C)c(C)c1B(c1c(C)c(C)c(C(=O)[O])c(C)c1C)c1c(C)c(C)c(c(C)c1C)C(=O)[O])C(=O)[O])C,CIMTEZ,79.943436
c1(C#C)c(C#C)c(c(c(C#C)c1c1ccc(cc1)C(=O)[O])C#C)c1ccc(cc1)C(=O)[O],ic5b00535,60.06449
c1(c(c(c(C)c(C(=O)[O])c1C)C)C(=O)[O])C,KIVVOC,4.290924
c1(cc(C)cc(C(=O)[O])c1)C(=O)[O],ja406030p,5.1954494
c1(ccc(C(C(F)(F)F)(c2ccc(cc2)C(=O)[O])C(F)(F)F)cc1)C(=O)[O],VEGYIR,32.887943
c1cccc(C(=O)[N]c2ccc(cc2)C(=O)[O])n1,KUTRUO,35.327522
c1cccc(C(=O)[O])c1,LABZOG,40.949234
c1c(ccc(C(=O)[O])c1)c1c(c2ccc(cc2)C(=O)[O])cc(c(c2ccc(C(=O)[O])cc2)c1)c1ccc(cc1)C(=O)[O],ONULOA,82.8842
c1(cc(cc(C(=O)[O])c1)c1cc(c(c2cc(cc(C(=O)[O])c2)C(=O)[O])cc1C(=O)O)C(=O)[O])C(=O)O,DOYHIK,51.875835
c1c(ccc(C(=O)[O])c1)c1cc(c(cc1c1ccc(cc1)C(=O)[O])c1ccc(cc1)C(=O)[O])c1ccc(C(=O)[O])cc1,GOSDEZ,82.415344
c1c(ccc(C(=O)[O])c1)c1c(cc(c(c1)C)c1ccc(cc1)C(=O)[O])C,KINJUO,38.756912
c1(ccc(c(C(=O)[O])c1)c1c(cc(c(C(=O)[O])c1)c1c(C(=O)[O])cc(cc1)C(=O)[O])C(=O)[O])C(=O)[O],AMUPOP,39.664803
c1c(ccc(C(=O)[O])c1)c1ccc(C(=O)[O])cc1,ic502643m,21.93171
c1c(ccc(C(=O)[O])c1)c1ccc(N(c2ccc(cc2)c2ccc(C(=O)[O])cc2)c2ccc(cc2)c2ccc(C(=O)[O])cc2)cc1,UWAGAB02,148.05096
c1c(ccc(C(=O)[O])c1)c1ccncc1,ZILFOR,32.75927
c1c(ccc(C(=O)[O])c1)[C]1N[C](c2ccc(C(=O)[O])cc2)N[C](c2ccc(C(=O)[O])cc2)N1,cm500700z,70.009735
c1(cc(cc(C(=O)[O])c1)Cc1cc(C(=O)[O])cc(C(=O)[O])c1)C(=O)[O],ICAMEG,35.51829
c1(cc(cc(C(=O)[O])c1)C#Cc1cc(C#Cc2cc(cc(c2)C(=O)[O])C(=O)[O])cnc1)C(=O)[O],UVEVUN,46.9667
c1(cc(cc(C(=O)[O])c1)C)C(=O)[O],HISJIE,6.942014
c1c(ccc(C(=O)[O])c1)C(=O)c1ccc(cc1)C(=O)[O],HOHMIB,13.744799
c1c(ccc(C(=O)[O])c1)C(=O)c1ccc(C(=O)[O])cc1,VIVXOP,13.744729
c1(cccc(C(=O)[O])c1)C(=O)[O],COVYIX,2.5980606
c1c(ccc(C(=O)[O])c1)C(=O)[O],acs.jpcc.6b08594,56.554287
c1cc(cc(C(=O)[O])c1)C(=O)[O],DEPYED,4.3118854
c1(cc(cc(C(=O)[O])c1)C(=O)[O])C(=O)[O],AGIREP,17.597572
c1(cc(cc(C(=O)[O])c1)C(=O)[O])C([O])([O])c1cc(C(=O)[O])cc(c1)C(=O)[O],KARNID,41.51607
c1c(c(cc(C(=O)[O])c1C(=O)[O])C(=O)[O])C(=O)[O],VIWMAR,15.809063
c1(cc(cc(C(=O)[O])c1)C(=O)[O])N,MUJKAF,6.4415827
c1(cc(cc(C(=O)[O])c1)C(=O)[O])N(=O)=O,XUZWAS,17.51985
c1(cc(cc(C(=O)[O])c1)C(=O)[O])S([O])([O])[O],PULMIU,20.215816
c1c(ccc(C(=O)[O])c1)N(c1ccc(cc1)C(=O)[O])c1ccc(C(=O)[O])cc1,LUPSAS,54.95779
c1(cc(cc(C(=O)[O])c1)NC(=O)c1cccnc1)C(=O)[O],JOFCEO,21.274153
c1(cc(cc(C(=O)[O])c1)N(=O)=O)C(=O)[O],c5ce01948f,17.519842
c1(c(c(c(c(C(=O)[O])c1N(=O)=O)N(=O)=O)N(=O)=O)C(=O)[O])N(=O)=O,DEJJIN,35.593964
c1c(ccc(C(=O)[O])c1)Oc1ccc(cc1)C(=O)[O],c5nj01930c,7.8625417
c1c(ccc(C(=O)[O])c1)OCc1c(c(c(c(c1C)COc1ccc(C(=O)[O])cc1)C)COc1ccc(C(=O)[O])cc1)C,VAXTEV,117.286446
c1c(ccc(C(=O)[O])c1)P(=O)([O])[O],NISPOV,42.510994
c1(cccc(C(=O)[O])n1)C(=O)[O],ILUJAB,5.2829514
c1c(ccc(C(=O)[O])n1)C(=O)[O],FIVYUF,56.136707
c1ccc(c(C(=O)[O])n1)C(=O)[O],GUSCIH,9.149272
c1(cc(cc(C(=O)[O])n1)C(=O)[O])C(=O)[O],IBAPEJ,17.367212
c1(cc(cc(C(=O)[O])n1)[O])C(=O)[O],DITSIK,8.589747
c1cc(ccn1)c1cc(ccc1)C(=O)[O],VAGBOX,28.041422
c1(cc(cc(n1)c1ccc(C(=O)[O])cc1)c1ccncc1)c1ccc(C(=O)[O])cc1,KEVBUK01,55.25024
c1cc(cc(n1)c1nccc(c1)C(=O)[O])C(=O)[O],MOVGUB,27.805744
c1c(cccn1)C(=O)[O],HAPBAE,47.432575
c1cc(ccn1)C(=O)[O],BIRSEC,47.292156
c1ccc(cn1)C(=O)[O],NERVEL,47.517597
c1(c(cccn1)C(=O)[O])C(=O)[O],YUKWUY,8.943711
c1c(c(ccn1)C(=O)[O])C(=O)[O],DEPXAY,8.898397
c1c(cc(cn1)C(=O)[O])C(=O)[O],ATIRUS,4.136334
c1cc(c(cn1)C(=O)[O])C(=O)[O],DEJCEB,8.898392
c1(cc(cc(n1)C(=O)[O])C(=O)[O])C(=O)[O],UMUTOM,17.245026
c1c(cc(cn1)C(=O)[O])P(=O)([O])[O],LADWAR,-1.712382
c1(ccc(cn1)C(=O)[O])[S]([O])[O],VAJTUX,61.448696
c1c(ccc(n2c3ccc(C(=O)[O])cc3c3cc(C(=O)[O])ccc23)c1)C(=O)[O],QUVLAW,45.605106
c1(c(cc(c(N)c1)C(=O)[O])N)C(=O)[O],SANHIB,-5.038063
c1(cc(cc([N][N]c2cc(cc(C(=O)[O])c2)C(=O)[O])c1)C(=O)[O])C(=O)[O],ELUJEC,33.27372
c1(c(cc(c([O])c1)C(=O)[O])[O])C(=O)[O],OTOLIU,-5.04993
c1(cc(cc(O)c1[O])C(=O)[O])O,GELVEZ01,-2.5372121
c1(cc(cc(Oc2ccc(c3cc(nc(c3)c3ccncc3)c3ccncc3)cc2)c1)C(=O)[O])C(=O)[O],SAHWEG,54.940407
c1(cc(cc(OC)c1c1c(OC)cc(C(=O)[O])cc1OC)C(=O)[O])OC,MAQBIS,27.503412
c1(cccc(OCc2ccc(cc2)c2c(cccc2)C(=O)[O])c1)C(=O)[O],WOVDES,56.69411
c1c(ccc(OCC(COc2ccc(C(=O)[O])cc2)(COc2ccc(cc2)C(=O)[O])COc2ccc(C(=O)[O])cc2)c1)C(=O)[O],GISNED,94.01188
c1ccc(C(=O)[N]c2cc(cc(c2)C(=O)[O])C(=O)[O])nc1,KUTRIC,22.252438
c1(ccc(C(=O)[O])cc1)c1cc(c2ccc(C(=O)[O])cc2)cc(c2ccc(C(=O)[O])cc2)c1,HASSUR,79.04503
c1(ccc(C(=O)[O])cc1)c1ccc(C(=O)[O])cc1,NUDLAA,21.9486
c1(ccc(C(=O)[O])cc1)c1ccc(N(c2ccc(c3ccc(C(=O)[O])cc3)cc2)c2ccc(c3ccc(C(=O)[O])cc3)cc2)cc1,HUQHEI,148.05069
c1(ccc(C(=O)[O])cc1)c1ccc(N(c2ccc(cc2)c2ccc(C(=O)[O])cc2)c2ccc(cc2)c2ccc(C(=O)[O])cc2)cc1,UWAFOO,148.29472
c1(ccc(C(=O)[O])cc1)c1ccc([Si](c2ccc(c3ccc(cc3)C(=O)[O])cc2)c2ccc(cc2)c2ccc(cc2)C(=O)[O])cc1,BIPKIW,151.71698
c1(ccc(C(=O)[O])cc1)c1ccncc1,AGOVID,32.759235
c1(ccc(C(=O)[O])cc1)c1nc(c2ccc(C(=O)[O])cc2)cc(c2ccncc2)c1,ASUWUI,55.250355
c1(ccc(C(=O)[O])cc1)C#Cc1ccc(C(=O)[O])cc1,NUVYEK,32.787266
c1(ccc(C(=O)[O])cc1)C(=O)[O],acs.inorgchem.6b00894,56.696434
c1c(cc(C(=O)[O])cc1)C(=O)[O],cg801164f,4.3118596
c1ccc(C(=O)[O])cc1C(=O)[O],BARZOK,4.3118577
c1c(cc(C(=O)[O])cc1C(=O)[O])c1ccc(C(=O)[O])cc1,EBAVIP,21.396688
c1(cc(c(C(=O)[O])cc1C(=O)[O])c1ccc(C(=O)[O])cc1)c1ccc(C(=O)[O])cc1,KUTPAS,42.218334
c1c(cc(C(=O)[O])cc1C(=O)[O])C(=O)[O],FEGNIQ,17.290504
c1(cc(c(C(=O)[O])cc1C(=O)[O])C(=O)[O])C(=O)[O],VIWMEV,14.447016
c1c(cc(C(=O)[O])cc1C(=O)[O])N(=O)=O,UTOTUT01,17.782265
c1(ccc(C(=O)[O])cc1)n1c(C)nnc1c1cccc(n1)c1n(c2ccc(C(=O)[O])cc2)c(nn1)C,PUFYEW,66.18869
c1(ccc(C(=O)[O])cc1)N(c1ccc(C(=O)[O])cc1)c1ccc(cc1)C(=O)[O],KAFTUJ,54.95754
c1c(cc(C(=O)[O])cc1Nc1n[nH]nn1)C(=O)[O],FANPAO,16.73279
c1(ccc(C(=O)[O])cc1)NC(=O)c1cc(C(=O)Nc2ccc(C(=O)[O])cc2)cc(C(=O)Nc2ccc(C(=O)[O])cc2)c1,FAJYAS,131.92
c1c(cc(C(=O)[O])cc1/N=N/c1ccc(OCc2ccncc2)cc1)C(=O)[O],ja203898s,34.34806
c1c(cc(C(=O)[O])cc1N(=O)=O)C(=O)[O],BUBTUP,17.477154
c1(ccc(C(=O)[O])cc1)Oc1ccc(cc1)C(=O)[O],PEKVAE,7.70899
c1(ccc(C(=O)[O])cc1)Oc1cc(cc(c1)Oc1ccc(C(=O)[O])cc1)Oc1ccc(C(=O)[O])cc1,YUQDUL,55.90184
c1(ccc(C(=O)[O])cc1)Oc1ccc(C(=O)[O])cc1,VUKTOM,7.8253536
c1ccc(C(=O)[O])cc1OCc1c(c(c(c(c1C)COc1cccc(C(=O)[O])c1)C)COc1cc(ccc1)C(=O)[O])C,NERVEN,112.81998
c1ccc(C(=O)[O])cc1P(=O)([O])[O],UDOVOA,-3.3689003
c1(ccc(C(=O)[O])cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O],PUGFII,24.05869
c1cc(CC(=O)[O])ccc1CC(=O)[O],CAKFIF,1.0964817
c1c(/C=C/C(=O)[O])cc(/C=C/C(=O)[O])cc1/C=C/C(=O)[O],AYOQEM,33.03262
c1c(/C=C/C(=O)[O])cccn1,VOCQAF,46.704506
c1ccc(C(=O)[O])c(C(=O)[O])c1,TEWFOS,9.404646
c1c(cc(C(=O)[O])c(C(=O)[O])c1)Oc1ccc(c(c1)C(=O)[O])C(=O)[O],ITIBIY,20.89512
c1ccc(C(=O)[O])cn1,GOYYEA,47.432545
c1c(cc(C(=O)[O])cn1)C(=O)[O],UREVOE,6.1986966
c1cc(c(C(=O)[O])cn1)C(=O)[O],WOWMEC,9.171401
c1cc(c(C(=O)[O])nc1)C(=O)[O],WODPUC,9.149256
c1(ccc(C(=O)[O])o1)C(=O)[O],DASTEY01,45.29146
c1(ccc(C(=O)[O])s1)C(=O)[O],BOKQEZ,52.83366
c1c(ccc(P(=O)([O])[O])c1)C(=O)[O],NISPOV,42.491684
c1(cc(cc([S])c1)C(=O)[O])C(=O)[O],AXULEM,14.484226
c1(cc(Cl)cnc1)C(=O)[O],NIMWUD,24.969368
c1c(cc(N2C=CN(c3cc(cc(c3)C(=O)[O])C(=O)[O])[CH]2)cc1C(=O)[O])C(=O)[O],QOMGOQ,32.462856
c1(ccc(n2cnnc2)cc1)C(=O)[O],RUVBOB,21.545057
c1(cc(cnc1)c1ccc(cc1)C(=O)[O])c1ccc(C(=O)[O])cc1,FATQID,42.872074
c1(ccc(nc1)c1ccc(C(=O)[O])cn1)C(=O)[O],YAJXUF,21.92209
c1cc(cnc1c1ccc(C(=O)[O])cn1)C(=O)[O],MATPOP,22.046644
c1c(ccnc1)C(=O)[O],ABAVOP,47.29216
c1cc(cnc1)C(=O)[O],NERVIP,47.517624
c1(cccnc1C(=O)[O])C(=O)[O],WODXAQ,8.943725
c1c(ccnc1C(=O)[O])C(=O)[O],CIWYUD,6.2298346
c1ccc(nc1C(=O)[O])C(=O)[O],ic049498msi20040906,7.3261824
c1c(ccnc1N)C(=O)[O],TEPGUS,13.539094
c1(ccc(N(c2ccc(N(c3ccc(C(=O)[O])cc3)c3ccc(cc3)C(=O)[O])cc2)c2ccc(C(=O)[O])cc2)cc1)C(=O)[O],JEJWEB,99.71647
c1(ccc(NC(=O)Nc2cc(NC(=O)Nc3ccc(cc3)C(=O)[O])cc(NC(=O)Nc3ccc(C(=O)[O])cc3)c2)cc1)C(=O)[O],ALEJAE,106.281204
c1c(cc(/N=N/c2cc(cc(c2)C(=O)[O])C(=O)[O])cc1C(=O)[O])C(=O)[O],ELUJAY,33.419033
c1(ccc(o1)C(=O)[O])C(=O)[O],VAZLEP01,45.291595
c1(ccc(Oc2ccc(cc2)C(=O)[O])cc1)C(=O)[O],XAKQIL,7.825353
c1(ccc(Oc2ccc(C(=O)[O])cc2)cc1)C(=O)[O],ATOBIW,7.858003
c1(c(cc(O)c(c1)C(=O)[O])C(=O)[O])O,ETEJUJ,-4.7562523
c1(ccc(OCC(COc2ccc(cc2)C(=O)[O])(COc2ccc(cc2)C(=O)[O])COc2ccc(cc2)C(=O)[O])cc1)C(=O)[O],FISPIH,107.54117
c1cc(C(=O)Nc2cc(C(=O)[O])cc(C(=O)[O])c2)ccc1C(=O)[O],ic502643m,21.03738
c1cc(C(=O)[O])c2ccccc2c1C(=O)[O],SODXUG,20.657356
c1cc(C(=O)[O])cc2ccc(C(=O)[O])cc12,KARLUM,19.371159
c1cc(C(=O)[O])ccc1c1cc(cc(c1)c1ccc(C(=O)[O])cc1)c1ccc(cc1)C(=O)[O],OTEDAU,78.79332
c1cc(C(=O)[O])ccc1c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)[O])c1ccc(cc1)c1ccc(C(=O)[O])cc1,HUQJAG,148.29532
c1cc(C(=O)[O])ccc1c1nc(c2ccc(cc2)C(=O)[O])cc(c1)c1cc(C(=O)[O])cc(C(=O)[O])c1,ATURIS,89.84221
c1cc(C(=O)[O])ccc1C(c1ccc(C(=O)[O])cc1)(C(F)(F)F)C(F)(F)F,DIMQEX,32.887775
c1cc(C(=O)[O])ccc1C(=O)c1ccc(C(=O)[O])cc1,ROGMEG,13.744692
c1(cc(C(=O)[O])ccc1)C(=O)[O],BARZIE,2.5980551
c1cc(C(=O)[O])ccc1C(=O)[O],AKEDIF,56.696445
c1(cc(C(=O)[O])ccc1C(=O)[O])c1cc(cc(C(=O)[O])c1)C(=O)[O],DIYTEM,33.458652
c1(cc(C(=O)[O])cc(c1)C(=O)[O])C(=O)[O],AWAWUR,17.29052
c1c(c(C(=O)[O])cc(c1C(=O)[O])C(=O)[O])C(=O)[O],LUPTAS,14.4470415
c1(cc(C(=O)[O])ccc1C(=O)[O])N(=O)=O,WAHGIY,4.7278094
c1c(c(C(=O)[O])cc(c1)[N][N]c1cc(c([O])cc1)C(=O)[O])[O],HAPNUK,19.528595
c1(cc(C(=O)[O])cc(c1)N(=O)=O)N(=O)=O,POCPAZ,17.846636
c1cc(C(=O)[O])ccc1P(=O)(c1ccc(C(=O)[O])cc1)c1ccc(C(=O)[O])cc1,BELVAR,60.82606
c1cc(C(=O)[O])ccc1[Si](c1ccc(C(=O)[O])cc1)(c1ccc(C(=O)O)cc1)c1ccc(C(=O)[O])cc1,ODODUI,92.04047
c1(cc(C(=O)[O])ccc1)S([O])([O])[O],EQUBIC,12.248448
c1(C)c(C(=O)[O])c(c(c(B(c2c(C)c(C)c(c(C)c2C)C(=O)[O])c2c(C)c(C)c(C(=O)[O])c(c2C)C)c1C)C)C,ic501801f,79.82462
c1cc(C(=O)[O])cc(C(=O)[O])c1,KUMBOL,2.5980628
c1(cc(C(=O)[O])cc(C(=O)[O])c1)Br,XOKHIP,16.691366
c1(cc(C(=O)O)cc(C(=O)[O])c1)C,HISJIE,7.2916636
c1(cc(C(=O)[O])cc(C(=O)[O])c1)c1ccc(cc1)C(=O)[O],EBAVOV,21.13561
c1(cc(C(=O)[O])cc(C(=O)[O])c1)c1c(cc(c(c1)C(=O)[O])C(=O)[O])c1cc(cc(c1)C(=O)[O])C(=O)O,XUVQOW,76.5328
c1(cc(C(=O)[O])cc(C(=O)[O])c1)C#Cc1cccc(C#Cc2cc(C(=O)[O])cc(C(=O)[O])c2)c1,YODWOF,46.53634
c1(cc(C(=O)[O])cc(C(=O)[O])c1)C(=O)[O],APEBUU,17.290497
